crate,file,item_kind,item_name,outcome,gap_summary
libsugar,implementations/rust/libsugar/src/canonical.rs,fn,is_blake3_512_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/canonical.rs,fn,json_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/canonical.rs,fn,json_jcs,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/canonical.rs,fn,json_to_cvalue,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/canonical.rs,fn,serializable_cid,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/canonical.rs,fn,serializable_jcs,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/ci.rs,enum,CIJobResult,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,enum,CINondeterminismMode,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , Copy , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,enum,CIReuseReason,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,fn,admit_identical_reuse,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/ci.rs,fn,check_ci_body,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/ci.rs,fn,ci_job_result_name,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,cid_set,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIBlastRadius::cid,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIBlastRadius::validate,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIBlastRadiusInput::build,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIImpactBodyClaim::cid,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIImpactBodyClaim::validate,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIImpactInput::build,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIJobResultBodyClaim::cid,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIJobResultBodyClaim::validate,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIJobResultInput::build,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIReuseBodyClaim::cid,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIReuseBodyClaim::validate,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl CIReuseInput::build,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/ci.rs,fn,impl Default for CINondeterminism::default,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,insert_many,refuses-with-typed-reason,ffi-call: unsupported expression statement Expr::MethodCall
libsugar,implementations/rust/libsugar/src/ci.rs,fn,insert_required,refuses-with-typed-reason,ffi-call: unsupported expression statement Expr::MethodCall
libsugar,implementations/rust/libsugar/src/ci.rs,fn,message,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_cid_field,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::Call
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_cid_vec,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::ForLoop
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_equal,refuses-with-typed-reason,term-emitter-unsupported: cannot prove expression is Int for term emission: Expr::Path
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_input_cids_close,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_nonempty,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_nonempty_strings,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::ForLoop
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_one_of,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/ci.rs,fn,require_producer,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/ci.rs,fn,sorted_unique,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIBlastRadius,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIBlastRadiusInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIImpactBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIImpactInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIJobResultBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIJobResultInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIReuseBodyClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl CIReuseInput,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,impl,impl Default for CINondeterminism,handles-fully,
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIBlastRadius,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIBlastRadiusInput,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIBodyCheck,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIImpactBodyClaim,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIImpactInput,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIJobResultBodyClaim,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIJobResultInput,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CINondeterminism,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIProducer,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIReuseBodyClaim,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/ci.rs,struct,CIReuseInput,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,const,AUTO_PROMOTE_LIFTER_CID,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,const,CCP_VERSION,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,enum,AliasingStatus,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,enum,AtomicKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,enum,CompositionError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,enum,Effect,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,enum,OpacityError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_aliasing_memento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_closure_binding,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_drop_contract,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_loop_invariant,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::has_try_branch,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,OpacityMementoLookup::lookup_pin_invariant,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,aliasing_mementos_to_value,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,blocking_effects_for_steps,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,build_memento_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,build_value,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,cid_of_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_chain_contracts,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_chain_contracts_internal,refuses-with-typed-reason,ffi-call: cannot prove expression is Int for term emission: Expr::MethodCall
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_function_contracts,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_function_contracts_checked,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Try
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compose_with_composed,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/compose.rs,fn,composition_error_to_refusal,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,compound_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::bare_fcm_error_is_deterministic,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::bare_fcm_returns_unbound_contract_error,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::minimal_fcm,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::unbound_contract_display_is_informative,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,domain_claim_fcm_tests::unbound_contract_error_variant_matches,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_args_json,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_classification,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_discharge_key,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_occurrence_kind,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_occurrences_for_steps,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,effect_set_cid,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,evidence_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::auto_promotion_source_kind_is_annotation,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::auto_promotion_uses_all_zeros_sentinel_lifter_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::compound_cid_is_symmetric_with_serde_roundtrip,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::compound_round_trips_via_json,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::evidence_cid_is_symmetric_with_serde_roundtrip,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::extension_fields_contain_auto_promoted_from,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::fcm_with_pre_post,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::identical_fcms_produce_identical_compound_cids,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::into_compound_matches_promote_fn,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_fcm_compound_composed_pre_post_match_fcm,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_fcm_promotes_to_single_evidence_compound,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_post,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::nontrivial_pre,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::trivial_fcm_compound_composed_pre_post_are_trivial,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::trivial_fcm_promotes_to_single_evidence_not_zero,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,fcm_auto_promote_tests::trivial_formula,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,find_namespaced_result,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,find_result_equation,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,formula_to_canonical,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl AliasingMemento::to_jcs_value,refuses-with-typed-reason,statement-macro: unsupported statement Stmt::Macro
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl AliasingStatus::as_str,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl AtomicKind::as_str,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl CompositionError::failure_detail,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl CompositionError::failure_kind,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Effect::sort_key,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Effect::to_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::add,refuses-with-typed-reason,term-emitter-unsupported: unsupported unit expression Expr::If
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::check_opacity_effects,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::ForLoop
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::empty,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::is_pure,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl EffectSet::to_value,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl From<&FunctionContractMemento> for CompoundContractMemento::from,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::check_aliasing_discharged,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::ForLoop
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::is_pure,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::result_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl FunctionContractMemento::result_var_name,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Locus::is_unknown,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Locus::to_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl Locus::unknown,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_aliasing_memento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_closure_binding,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_drop_contract,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_loop_invariant,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::has_try_branch,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl OpacityMementoLookup for EmptyOpacityPool::lookup_pin_invariant,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl TryFrom<&FunctionContractMemento> for sugar_ir_types :: DomainClaim::try_from,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,impl std::fmt::Display for OpacityError::fmt,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,jcs_bytes_of_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,promote_fcm_to_compound,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/compose.rs,fn,serde_to_canonical,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,fn,sort_to_value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl AliasingMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl AliasingStatus,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl AtomicKind,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl CompositionError,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl Effect,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl EffectSet,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl EffectSet,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl From<&FunctionContractMemento> for CompoundContractMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl FunctionContractMemento,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl Locus,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl OpacityMementoLookup for EmptyOpacityPool,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl TryFrom<&FunctionContractMemento> for sugar_ir_types :: DomainClaim,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,impl,impl std::fmt::Display for OpacityError,handles-partially-with-loss-record,trait-path-truncated: type_decl impl memento stores only last trait path segment
libsugar,implementations/rust/libsugar/src/compose.rs,mod,domain_claim_fcm_tests,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,mod,fcm_auto_promote_tests,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,AliasingMemento,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,ChainStep,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , Copy) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,ComposedFunctionContract,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,EffectSet,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Default) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,EmptyOpacityPool,handles-fully,
libsugar,implementations/rust/libsugar/src/compose.rs,struct,FunctionContractMemento,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,Locus,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Default) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,PinInvariantMementoView,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/compose.rs,struct,impl TryFrom<&FunctionContractMemento> for sugar_ir_types :: DomainClaim::Error,handles-partially-with-loss-record,impl-associated-type-not-lowered: impl associated type is ignored by type_decl lifter
libsugar,implementations/rust/libsugar/src/compose.rs,trait,OpacityMementoLookup,handles-fully,
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,enum,LiftPluginKitError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Error) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::dialect,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::parse,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::prove,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::serialize,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl Kit for LiftPluginKit::transform,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::claim_from_response_term,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::dispatch,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::legacy_response_from_term,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::new,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKit::parse_session,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKitSession::legacy_response,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,impl LiftPluginKitSession::response,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,legacy_response_from_term,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,lift_request_from_input,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/core/lift_plugin.rs,fn,lift_response_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
