crate,file,item_kind,item_name,outcome,gap_summary
libsugar,implementations/rust/libsugar/src/wp.rs,fn,impl OpContractInfo::value_expr,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,impl SlotInfo::stmt,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,impl SlotInfo::value,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,impl SlotKind::from_slot_sort_and_hint,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,is_atomic_true,refuses-with-typed-reason,term-emitter-unsupported: unsupported boolean expression Expr::Macro
libsugar,implementations/rust/libsugar/src/wp.rs,fn,is_postcondition_placeholder,refuses-with-typed-reason,term-emitter-unsupported: unsupported boolean expression Expr::Macro
libsugar,implementations/rust/libsugar/src/wp.rs,fn,is_slot_transformer_name,refuses-with-typed-reason,ffi-call: unsupported boolean expression Expr::MethodCall
libsugar,implementations/rust/libsugar/src/wp.rs,fn,postcondition_placeholder,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,reduce_each,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/wp.rs,fn,reduce_formula,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/wp.rs,fn,slot_transformer_name,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,substitute_in_formula,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,substitute_in_term,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp.rs,fn,value_expr_of_term,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/wp.rs,fn,wp,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/wp.rs,fn,wp_compound,refuses-with-typed-reason,term-emitter-unsupported: unsupported expression statement Expr::Match
libsugar,implementations/rust/libsugar/src/wp.rs,fn,wp_op,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/wp.rs,fn,wp_with_result_var,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
libsugar,implementations/rust/libsugar/src/wp.rs,impl,impl OpContractInfo,handles-fully,
libsugar,implementations/rust/libsugar/src/wp.rs,impl,impl SlotInfo,handles-fully,
libsugar,implementations/rust/libsugar/src/wp.rs,impl,impl SlotKind,handles-fully,
libsugar,implementations/rust/libsugar/src/wp.rs,mod,tests,handles-fully,
libsugar,implementations/rust/libsugar/src/wp.rs,struct,CompoundDischargeReport,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/wp.rs,struct,EvidenceVerdict,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/wp.rs,struct,OpContractInfo,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/wp.rs,struct,SlotInfo,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
libsugar,implementations/rust/libsugar/src/wp.rs,trait,OpContractResolver,handles-fully,
libsugar,implementations/rust/libsugar/src/wp/tests.rs,const,PINNED_APPLY_NODE_CID,handles-fully,
libsugar,implementations/rust/libsugar/src/wp/tests.rs,const,PINNED_SUBSTITUTE_NODE_CID,handles-fully,
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,add_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,and,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,apply,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,apply_node_round_trips_and_canonicalizes_deterministically,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,arity_mismatch_is_a_bug_not_a_refusal,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,atomic,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,authored_if_rule_dijkstra_shape_with_propositional_branches,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,authored_if_rule_instantiated,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,base_resolver,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,contains_schema_node,refuses-with-typed-reason,term-emitter-unsupported: unsupported boolean expression Expr::Match
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,div_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,eq_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,evaluates_seq_if_return_skip_body,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,evidence_ref,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,formula_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,if_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,impl MapResolver::with,refuses-with-typed-reason,ffi-call: unsupported expression statement Expr::MethodCall
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,impl OpContractResolver for MapResolver::lookup,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,implies,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,int_sort,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,ir_const,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,ir_var,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,make_compound,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,make_evidence,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,malformed_rule_applying_a_non_slot_transformer,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,malformed_rule_applying_a_transformer_for_a_missing_slot,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,neg_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,no_rule_for_value_op_with_no_post,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,not,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,op_term,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,opaque_call_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,opaque_while_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,prop,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,refuses_opaque_loop_naming_the_loop_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,refuses_unknown_op_as_unresolved_call,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,refuses_unresolved_call_naming_the_callee,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,return_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,sentinel_cid,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,seq_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,serde_to_cvalue,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,skip_contract,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,subst,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,substitute_node_round_trips_and_canonicalizes_deterministically,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,synthesize_value_rule_returns_the_substitute_schema_node,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,synthesizes_add_rule_pre_and_q_substituted,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,synthesizes_add_rule_substitutes_into_a_q_that_mentions_result,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,synthesizes_div_rule_not_zero_guard,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,t_const,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,t_op,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,t_var,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,test_locator,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_all_exact_yields_exact,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_empty_evidences_is_exact,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_is_deterministic,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_multiple_lossy_evidences_union_loss_records,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_one_lossy_evidence_yields_lossy,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_one_refuse_yields_compound_refuse,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_other_strategy_returns_err,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_refuse_dominates_lossy,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_report_carries_compound_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_single_exact_evidence,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_compound_unimplemented_strategy_returns_err,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,fn,wp_of_leaves,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
libsugar,implementations/rust/libsugar/src/wp/tests.rs,impl,impl MapResolver,handles-fully,
libsugar,implementations/rust/libsugar/src/wp/tests.rs,impl,impl OpContractResolver for MapResolver,handles-fully,
libsugar,implementations/rust/libsugar/src/wp/tests.rs,struct,MapResolver,handles-partially-with-loss-record,procedural-macro: derive(Default) is not expanded or represented
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/bin/compute_fixture_cid.rs,fn,main,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/bin/compute_fixture_cid.rs,fn,to_cvalue,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.invariant.rs,fn,ctor1,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.invariant.rs,fn,invariants,refuses-with-typed-reason,ffi-call: unsupported expression statement Expr::Call
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,const,BLAKE3_512_PREFIX,handles-fully,
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,fn,blake3_512_hex,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,fn,blake3_512_of,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,fn,tests::deterministic_across_calls,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,fn,tests::distinct_inputs_distinct_hashes,refuses-with-typed-reason,statement-macro: unsupported statement Stmt::Macro
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,fn,tests::empty_string_hashes_to_known_blake3,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/hash.rs,mod,tests,handles-fully,
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.invariant.rs,fn,ctor1,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.invariant.rs,fn,invariants,refuses-with-typed-reason,ffi-call: unsupported expression statement Expr::Call
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,encode_jcs,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,encode_string,refuses-with-typed-reason,ffi-call: unsupported expression statement Expr::MethodCall
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,encode_value,refuses-with-typed-reason,term-emitter-unsupported: unsupported unit expression Expr::Match
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::empty_object_and_array,refuses-with-typed-reason,statement-macro: unsupported statement Stmt::Macro
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::encode_nested_array_object,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::encode_simple_object_sorts_keys,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::escape_quotes_and_backslash,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::mixed_ascii_and_unicode_preserved,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::unicode_atomic_predicates_round_trip_verbatim,refuses-with-typed-reason,term-emitter-unsupported: unsupported unit expression Expr::ForLoop
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,fn,tests::unicode_in_object_key_and_value,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/jcs.rs,mod,tests,handles-fully,
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/lib.rs,enum,CanonicalizerError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , thiserror :: Error) is not expanded or represented"
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/lib.rs,mod,hash,handles-fully,
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/lib.rs,mod,jcs,handles-fully,
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/lib.rs,mod,value,handles-fully,
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,enum,Value,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone) is not expanded or represented"
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,enum,ValueKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , Copy , PartialEq , Eq) is not expanded or represented"
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::array,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::boolean,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::integer,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::kind,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::null,refuses-with-typed-reason,unsupported-return-type: unsupported function return type for term emission
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::object,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,fn,impl Value::string,refuses-with-typed-reason,complex-generic: generic params or where predicates are not carried in emitted rust term
sugar-canonicalizer,implementations/rust/sugar-canonicalizer/src/value.rs,impl,impl Value,handles-fully,
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,const,impl DomainClaim::KIND,handles-partially-with-loss-record,impl-associated-const-not-lowered: impl associated const is ignored by type_decl lifter
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,AggregationStrategy,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,BridgeTarget,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,CanonicalizationProfileKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,CatalogKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,CatalogSnapshotMemento,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,Classification,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , Copy , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,Declaration,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,DivergentSemanticsTag,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,DomainClaimConversionError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,GapKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,InvalidReceiptError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,InvariantViolation,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,IrFormula,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,IrTerm,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,LossSeverityLevel,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,ModeClassification,handles-fully,
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,MorphismDirection,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,OccurrenceKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,OccurrenceRole,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,OptionStatus,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,ParametricRealizationError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,PipelineKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,PolicyMemento,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Serialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,PromotionDecisionInvariantError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,PromotionGate,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,PromotionResult,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,ProofRunVerdict,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,RealizationPlanError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,ResolutionOptionKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,RunVerdict,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,Sort,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,SourceKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,StageVerdict,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,UnsupportedEquivalencePolicy,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,ValidationError,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,Value,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,enum,VerdictKind,handles-partially-with-loss-record,"procedural-macro: derive(Debug , Clone , PartialEq , Eq , Serialize , Deserialize) is not expanded or represented"
sugar-ir-types,implementations/rust/sugar-ir-types/src/lib.rs,fn,canonical_set_cid,refuses-with-typed-reason,let-binding: unsupported statement Stmt::Local
